date,sector,sentiment_index,headline_count,ticker_count
2020-01-14,Materials,0.32985,4,2
2020-01-14,RealEstate,0.2394666666666667,3,1
2020-01-14,Tech,0.20091575,39,5
2020-01-14,Utilities,0.006599999999999999,6,4
2020-01-15,Comm,0.0863,4,2
2020-01-15,Consumer,0.042910000000000004,19,5
2020-01-15,Energy,0.2138183333333333,23,5
2020-01-15,Financials,0.035565476190476196,38,5
2020-01-15,Healthcare,0.32362499999999994,9,4
2020-01-15,Industrials,0.14943833333333334,10,3
2020-01-15,Materials,0.041999999999999996,4,2
2020-01-15,RealEstate,0.148,2,1
2020-01-15,Tech,0.22985333333333333,12,3
2020-01-15,Utilities,0.2927166666666667,5,3
2020-01-16,Comm,0.0006972222222222194,9,3
2020-01-16,Consumer,0.11932547619047619,27,4
2020-01-16,Energy,0.08600666666666665,13,5
2020-01-16,Financials,0.06089596825396826,36,5
2020-01-16,Healthcare,0.22993333333333332,12,3
2020-01-16,Industrials,-0.09173124999999997,10,4
2020-01-16,Materials,0.17298333333333335,4,2
2020-01-16,RealEstate,0.0252875,7,2
2020-01-16,Tech,0.018463666666666666,24,5
2020-01-16,Utilities,0.11571250000000001,10,4
2020-01-17,Comm,0.1423625,17,4
2020-01-17,Consumer,0.22151928571428572,19,4
2020-01-17,Energy,0.17142380952380953,13,3
2020-01-17,Financials,0.14342895726495727,46,5
2020-01-17,Healthcare,0.12518125000000002,8,4
2020-01-17,Industrials,0.2856666666666667,4,2
2020-01-17,Materials,0.1101,4,4
2020-01-17,RealEstate,0.24766666666666667,3,3
2020-01-17,Tech,0.22213055555555555,19,4
2020-01-17,Utilities,0.15306041666666667,11,4
2020-01-21,Comm,0.0634,8,3
2020-01-21,Consumer,0.08010533333333332,23,5
2020-01-21,Energy,0.14109055555555555,31,4
2020-01-21,Financials,0.11717999999999999,17,5
2020-01-21,Healthcare,0.20040555555555553,11,3
2020-01-21,Industrials,0.23608333333333334,12,4
2020-01-21,Materials,0.31393333333333334,5,3
2020-01-21,RealEstate,0.18714999999999998,3,2
2020-01-21,Tech,0.07141555777555778,38,5
2020-01-21,Utilities,0.15105022222222222,17,5
2020-01-22,Comm,-0.027549999999999998,19,4
2020-01-22,Consumer,0.07009310606060606,51,5
2020-01-22,Energy,0.13746714285714287,28,4
2020-01-22,Financials,0.19930555555555557,29,5
2020-01-22,Healthcare,0.09057404761904761,21,5
2020-01-22,Industrials,0.1046862857142857,16,5
2020-01-22,Materials,0.012607499999999997,11,4
2020-01-22,RealEstate,0.08384444444444444,7,3
2020-01-22,Tech,0.017946666666666677,44,5
2020-01-22,Utilities,0.17614000000000002,15,5
2020-01-23,Comm,0.18275,4,3
2020-01-23,Consumer,0.08442657142857143,32,5
2020-01-23,Energy,0.11271666666666667,11,4
2020-01-23,Financials,0.02551666666666667,4,3
2020-01-23,Healthcare,0.07055520833333334,13,4
2020-01-23,Industrials,-0.023519047619047617,12,3
2020-01-23,Materials,-0.09866666666666667,4,3
2020-01-23,RealEstate,0.017166666666666667,7,3
2020-01-23,Tech,0.185395,14,4
2020-01-23,Utilities,0.132628125,18,4
2020-01-24,Comm,0.17530257142857142,22,5
2020-01-24,Consumer,0.12958566666666668,22,5
2020-01-24,Energy,0.06157333333333333,17,5
2020-01-24,Financials,0.032470000000000006,14,5
2020-01-24,Healthcare,0.020309999999999998,20,5
2020-01-24,Industrials,0.03699404761904762,14,4
2020-01-24,Materials,0.09407,9,5
2020-01-24,RealEstate,0.314,4,3
2020-01-24,Tech,0.03489592592592593,36,5
2020-01-24,Utilities,-0.035124999999999997,8,4
2020-01-27,Comm,0.13886280303030302,24,4
2020-01-27,Consumer,0.07866423076923076,23,5
2020-01-27,Energy,0.18136166666666667,14,5
2020-01-27,Financials,-0.044199999999999996,6,3
2020-01-27,Healthcare,0.2246453333333333,14,5
2020-01-27,Industrials,0.08224222222222223,11,3
2020-01-27,Materials,0.14948,11,3
2020-01-27,RealEstate,0.0903,5,2
2020-01-27,Tech,0.06600430107526882,46,5
2020-01-27,Utilities,0.19892800000000002,28,5
2020-01-28,Comm,-0.0454159090909091,20,4
2020-01-28,Consumer,0.03644111111111111,42,5
2020-01-28,Energy,0.04191166666666666,22,5
2020-01-28,Financials,-0.05713333333333332,5,3
2020-01-28,Healthcare,0.2709377777777778,23,5
2020-01-28,Industrials,0.06335666666666666,18,5
2020-01-28,Materials,-0.0018416666666666685,14,4
2020-01-28,RealEstate,0.08510000000000001,6,3
2020-01-28,Tech,-0.17687049999999999,31,5
2020-01-28,Utilities,0.00028968253968254115,21,4
2020-01-29,Comm,0.04588500000000001,15,4
2020-01-29,Consumer,0.04826642857142858,37,4
2020-01-29,Energy,0.24658333333333335,6,2
2020-01-29,Financials,0.1616607142857143,10,4
2020-01-29,Healthcare,0.18641166666666664,12,5
2020-01-29,Industrials,0.005048958333333332,34,4
2020-01-29,Materials,0.167525,16,5
2020-01-29,RealEstate,0.12631666666666666,4,3
2020-01-29,Tech,-0.010494230769230777,30,4
2020-01-29,Utilities,0.019550000000000005,14,4
2020-01-30,Comm,0.31587624999999997,11,4
2020-01-30,Consumer,0.009240761904761906,35,5
2020-01-30,Energy,0.013120833333333335,13,4
2020-01-30,Financials,0.19043125000000002,7,4
2020-01-30,Healthcare,0.141442,12,5
2020-01-30,Industrials,0.013074166666666668,28,4
2020-01-30,Materials,0.10520714285714287,20,3
2020-01-30,RealEstate,0.16463333333333333,5,3
2020-01-30,Tech,0.14640099206349208,33,4
2020-01-30,Utilities,0.16526875000000002,11,4
2020-01-31,Comm,-0.013312499999999998,18,4
2020-01-31,Consumer,0.04419295238095238,40,5
2020-01-31,Energy,0.1346214285714286,15,4
2020-01-31,Financials,0.03456111111111111,9,3
2020-01-31,Healthcare,0.17040454545454545,16,3
2020-01-31,Industrials,0.13516666666666666,13,4
2020-01-31,Materials,-0.03300801282051283,32,4
2020-01-31,RealEstate,0.02408,7,5
2020-01-31,Tech,-0.04123333333333333,21,4
2020-01-31,Utilities,0.21473166666666665,11,4
2020-02-03,Comm,-0.2358340909090909,15,4
2020-02-03,Consumer,0.025244949494949494,25,4
2020-02-03,Energy,0.07983380952380953,31,5
2020-02-03,Financials,0.11693928571428572,12,4
2020-02-03,Healthcare,0.2794475,25,4
2020-02-03,Industrials,0.08330900000000001,26,5
2020-02-03,Materials,-0.004168333333333333,15,4
2020-02-03,RealEstate,0.24126666666666666,4,3
2020-02-03,Tech,0.22208194444444446,15,4
2020-02-03,Utilities,0.14127499999999998,9,4
2020-02-04,Comm,0.1309225,21,5
2020-02-04,Consumer,0.14832285714285715,39,5
2020-02-04,Energy,0.05148243589743588,25,5
2020-02-04,Financials,0.0962375,6,4
2020-02-04,Healthcare,0.11825192780337941,51,5
2020-02-04,Industrials,0.09446466666666667,14,5
2020-02-04,Materials,0.1773375,12,4
2020-02-04,RealEstate,0.085,3,2
2020-02-04,Tech,0.09122777777777778,11,3
2020-02-04,Utilities,0.25201250000000003,14,4
2020-02-05,Comm,0.11257899999999998,17,5
2020-02-05,Consumer,0.1401240909090909,52,5
2020-02-05,Energy,0.1017411111111111,20,5
2020-02-05,Financials,0.3453875,6,4
2020-02-05,Healthcare,0.22772440476190475,26,4
2020-02-05,Industrials,0.19714791666666667,11,4
2020-02-05,Materials,0.0676375,7,4
2020-02-05,RealEstate,0.06497916666666667,8,4
2020-02-05,Tech,0.07460800000000001,20,5
2020-02-05,Utilities,0.1489375,7,4
2020-02-06,Comm,-0.008172916666666662,12,4
2020-02-06,Consumer,0.018743749999999997,43,4
2020-02-06,Energy,0.504522857142857,18,5
2020-02-06,Financials,-0.24533333333333332,4,3
2020-02-06,Healthcare,0.16506785714285713,50,5
2020-02-06,Industrials,0.08364833333333332,12,4
2020-02-06,Materials,0.08045,9,4
2020-02-06,RealEstate,0.0,3,1
2020-02-06,Tech,0.10227187500000001,32,4
2020-02-06,Utilities,0.03190333333333333,18,5
2020-02-07,Comm,0.06914000000000001,19,5
2020-02-07,Consumer,0.16325416666666664,24,4
2020-02-07,Energy,0.23407083333333334,11,4
2020-02-07,Financials,0.2713986666666667,11,5
2020-02-07,Healthcare,0.22736007692307694,25,5
2020-02-07,Industrials,-0.012866666666666667,6,2
2020-02-07,Materials,0.06415138888888888,14,4
2020-02-07,RealEstate,0.308725,7,4
2020-02-07,Tech,0.2868725,22,5
2020-02-07,Utilities,0.18895,12,4
2020-02-10,Comm,0.04096999999999999,13,4
2020-02-10,Consumer,0.19973125,21,4
2020-02-10,Energy,0.22275299999999998,14,5
2020-02-10,Financials,0.06998333333333333,9,3
2020-02-10,Healthcare,0.27210303030303035,25,5
2020-02-10,Industrials,-0.0022499999999999964,6,2
2020-02-10,Materials,0.012288888888888886,9,3
2020-02-10,RealEstate,0.0,3,2
2020-02-10,Tech,0.1875942857142857,13,5
2020-02-10,Utilities,0.17757291666666666,11,4
2020-02-11,Comm,0.11424999999999999,20,4
2020-02-11,Consumer,-0.006942857142857142,37,5
2020-02-11,Energy,0.05099333333333335,11,5
2020-02-11,Financials,0.2404611111111111,6,3
2020-02-11,Healthcare,0.024887499999999996,25,4
2020-02-11,Industrials,0.10722916666666667,19,4
2020-02-11,Materials,0.23231333333333332,7,5
2020-02-11,RealEstate,0.10565833333333333,13,4
2020-02-11,Tech,0.15818833333333335,24,5
2020-02-11,Utilities,0.14358125,10,4
2020-02-12,Comm,-0.032639117647058805,24,4
2020-02-12,Consumer,0.04548616666666667,28,5
2020-02-12,Energy,0.09527314285714285,21,5
2020-02-12,Financials,0.3256089285714286,11,4
2020-02-12,Healthcare,-0.006330555555555543,17,3
2020-02-12,Industrials,-0.008904166666666657,7,4
2020-02-12,Materials,0.11732800000000002,14,5
2020-02-12,RealEstate,0.07745555555555557,14,3
2020-02-12,Tech,0.04540538961038962,28,4
2020-02-12,Utilities,0.21769464285714285,26,4
2020-02-13,Comm,0.15365222222222222,18,5
2020-02-13,Consumer,0.05834264705882353,26,5
2020-02-13,Energy,0.03376749999999999,17,5
2020-02-13,Financials,0.06721666666666666,6,4
2020-02-13,Healthcare,0.20110104166666665,15,4
2020-02-13,Industrials,0.07436000000000001,7,5
2020-02-13,Materials,0.074,4,4
2020-02-13,RealEstate,0.31738333333333335,5,2
2020-02-13,Tech,0.0133675,15,4
2020-02-13,Utilities,0.34718194444444445,17,4
2020-02-14,Comm,0.09172261904761905,20,5
2020-02-14,Consumer,-0.013982245098039225,37,5
2020-02-14,Energy,0.121615625,22,4
2020-02-14,Financials,0.08528,12,5
2020-02-14,Healthcare,0.08153333333333333,14,5
2020-02-14,Industrials,0.0353375,14,5
2020-02-14,Materials,0.045804761904761904,13,3
2020-02-14,RealEstate,0.138515,12,4
2020-02-14,Tech,-0.046186363636363637,19,4
2020-02-14,Utilities,0.2005325,28,4
2020-02-18,Comm,0.6249,1,1
2020-02-18,Consumer,-0.05277816666666666,23,5
2020-02-18,Energy,0.113125,12,4
2020-02-18,Financials,0.2034,7,3
2020-02-18,Healthcare,0.3236875,7,4
2020-02-18,Industrials,0.19194499999999998,13,5
2020-02-18,Materials,-0.027325,10,3
2020-02-18,RealEstate,0.11865,9,4
2020-02-18,Tech,0.024656586021505375,45,4
2020-02-18,Utilities,0.158316875,19,4
2020-02-19,Comm,0.04021809523809524,23,5
2020-02-19,Consumer,0.19439710317460318,54,5
2020-02-19,Energy,0.14617833333333333,22,5
2020-02-19,Financials,-0.005482857142857142,20,5
2020-02-19,Healthcare,0.11268976715686274,30,4
2020-02-19,Industrials,0.006366666666666666,5,3
2020-02-19,Materials,0.12242444444444445,24,5
2020-02-19,RealEstate,0.1324125,14,4
2020-02-19,Tech,-0.04732047619047619,28,5
2020-02-19,Utilities,0.27051180555555554,33,4
2020-02-20,Comm,0.18420416666666664,7,2
2020-02-20,Consumer,0.1574477142857143,20,5
2020-02-20,Energy,0.24769583333333334,9,4
2020-02-20,Financials,0.04995,8,4
2020-02-20,Healthcare,0.24066722222222223,19,5
2020-02-20,Industrials,0.22269166666666668,6,4
2020-02-20,Materials,0.024666666666666667,8,3
2020-02-20,RealEstate,0.0,11,5
2020-02-20,Tech,-0.012978253968253972,28,5
2020-02-20,Utilities,0.17388181818181817,13,3
2020-02-21,Comm,0.06464166666666667,15,3
2020-02-21,Consumer,0.06387014285714285,18,5
2020-02-21,Energy,0.285525,8,3
2020-02-21,Financials,0.1831048611111111,43,4
2020-02-21,Healthcare,0.11158999999999998,11,3
2020-02-21,Industrials,0.08627083333333334,10,4
2020-02-21,Materials,0.07668787878787879,18,3
2020-02-21,RealEstate,0.05811708333333333,13,4
2020-02-21,Tech,0.041481333333333335,30,5
2020-02-21,Utilities,0.10578635897435898,27,5
2020-02-24,Comm,-0.06630555555555556,7,3
2020-02-24,Consumer,0.08548472222222223,22,4
2020-02-24,Energy,0.07205833333333334,15,5
2020-02-24,Financials,0.2816715,19,5
2020-02-24,Healthcare,0.07995625,14,4
2020-02-24,Industrials,0.11362999999999998,7,5
2020-02-24,Materials,0.14083333333333334,9,3
2020-02-24,RealEstate,0.024737500000000003,5,4
2020-02-24,Tech,-0.2589611428571429,16,5
2020-02-24,Utilities,0.39232,10,2
2020-02-25,Comm,0.04713888888888889,10,3
2020-02-25,Consumer,-0.0021578571428571445,28,5
2020-02-25,Energy,-0.14663821428571427,24,5
2020-02-25,Financials,-0.001976666666666663,15,4
2020-02-25,Healthcare,0.1128396638655462,28,5
2020-02-25,Industrials,0.07081833333333334,21,5
2020-02-25,Materials,0.06621083333333334,22,5
2020-02-25,RealEstate,0.08034166666666666,7,3
2020-02-25,Tech,-0.009185303030303033,24,5
2020-02-25,Utilities,0.056410666666666665,13,5
2020-02-26,Comm,0.20084444444444446,5,3
2020-02-26,Consumer,0.16376858974358974,29,5
2020-02-26,Energy,-0.033855,17,5
2020-02-26,Financials,0.25816133333333335,15,5
2020-02-26,Healthcare,0.19953,24,5
2020-02-26,Industrials,-0.0011000000000000038,9,4
2020-02-26,Materials,0.047772222222222216,6,3
2020-02-26,RealEstate,0.034115625000000004,18,4
2020-02-26,Tech,0.019905000000000006,15,5
2020-02-26,Utilities,0.20475416666666665,12,4
2020-02-27,Comm,0.15698333333333334,10,4
2020-02-27,Consumer,0.09767285714285714,49,5
2020-02-27,Energy,0.2228217142857143,17,5
2020-02-27,Financials,0.16362933333333335,15,5
2020-02-27,Healthcare,0.0448771568627451,32,5
2020-02-27,Industrials,0.0744388888888889,15,3
2020-02-27,Materials,0.0717,4,3
2020-02-27,RealEstate,0.023012999999999995,22,5
2020-02-27,Tech,0.2120025,20,5
2020-02-27,Utilities,0.15936666666666666,5,2
2020-02-28,Comm,0.164925,8,4
2020-02-28,Consumer,0.09610866666666666,30,5
2020-02-28,Energy,0.08371033333333333,32,5
2020-02-28,Financials,0.07106000000000001,16,5
2020-02-28,Healthcare,0.03854799999999999,37,5
2020-02-28,Industrials,0.14307916666666665,12,4
2020-02-28,Materials,0.06768035714285714,12,4
2020-02-28,RealEstate,0.12939333333333333,19,4
2020-02-28,Tech,-0.090316,24,5
2020-02-28,Utilities,0.29736583333333333,21,5
2020-03-02,Comm,-0.09630999999999999,17,5
2020-03-02,Consumer,-0.08106357142857142,26,5
2020-03-02,Energy,0.08607138888888889,26,5
2020-03-02,Financials,-0.044215625000000015,16,4
2020-03-02,Healthcare,-0.024808000000000004,27,5
2020-03-02,Industrials,0.10314374999999999,16,4
2020-03-02,Materials,0.12376944444444445,8,3
2020-03-02,RealEstate,-0.002707777777777781,19,5
2020-03-02,Tech,0.2863,9,3
2020-03-02,Utilities,-0.049600000000000005,12,4
2020-03-03,Comm,0.12158333333333332,17,4
2020-03-03,Consumer,0.05835970085470086,40,5
2020-03-03,Energy,0.05180625,16,4
2020-03-03,Financials,0.15655833333333335,11,4
2020-03-03,Healthcare,0.19403901785714286,46,5
2020-03-03,Industrials,-0.00715,8,4
2020-03-03,Materials,0.031938333333333326,12,5
2020-03-03,RealEstate,0.15852444444444447,14,3
2020-03-03,Tech,0.06786600000000001,20,5
2020-03-03,Utilities,0.22934666666666664,13,5
2020-03-04,Comm,0.050289999999999994,11,4
2020-03-04,Consumer,0.18419,28,5
2020-03-04,Energy,0.05448088888888889,23,5
2020-03-04,Financials,-0.08367833333333333,16,5
2020-03-04,Healthcare,0.37418615384615384,19,5
2020-03-04,Industrials,0.18,5,2
2020-03-04,Materials,0.16643,8,3
2020-03-04,RealEstate,0.15634166666666668,6,3
2020-03-04,Tech,0.002538000000000001,24,5
2020-03-04,Utilities,0.0071874999999999994,9,4
2020-03-05,Comm,0.12637083333333332,7,4
2020-03-05,Consumer,0.13762444444444444,24,5
2020-03-05,Energy,0.22001666666666667,19,5
2020-03-05,Financials,0.10631766666666667,14,5
2020-03-05,Healthcare,0.42545099999999997,23,5
2020-03-05,Industrials,0.14631361904761903,20,5
2020-03-05,Materials,0.29361666666666664,4,3
2020-03-05,RealEstate,0.4655500000000001,7,3
2020-03-05,Tech,0.3957859523809524,18,5
2020-03-05,Utilities,0.5907116666666666,10,4
2020-03-06,Comm,0.181035,10,5
2020-03-06,Consumer,0.07891594805194804,27,5
2020-03-06,Energy,0.06623000000000001,20,5
2020-03-06,Financials,0.078685,17,5
2020-03-06,Healthcare,0.12682660256410255,22,4
2020-03-06,Industrials,0.15390083333333332,12,4
2020-03-06,Materials,0.07202222222222222,8,3
2020-03-06,RealEstate,0.3723666666666667,3,3
2020-03-06,Tech,0.14698033333333332,14,5
2020-03-06,Utilities,0.09324166666666667,7,4
2020-03-09,Comm,0.0698625,6,2
2020-03-09,Consumer,-0.03047081043956043,26,4
2020-03-09,Energy,-0.0073595238095238045,29,5
2020-03-09,Financials,-0.0004887499999999961,17,4
2020-03-09,Healthcare,0.11019090909090908,19,3
2020-03-09,Industrials,0.058158333333333326,9,4
2020-03-09,Materials,-0.018600000000000005,7,4
2020-03-09,RealEstate,0.050575,3,2
2020-03-09,Tech,0.04415753846153846,25,5
2020-03-09,Utilities,0.1729125,12,4
2020-03-10,Comm,-0.013662499999999998,16,4
2020-03-10,Consumer,0.05611935897435898,31,5
2020-03-10,Energy,-0.09956684210526315,54,5
2020-03-10,Financials,0.20983133333333334,25,5
2020-03-10,Healthcare,0.11973799999999998,34,5
2020-03-10,Industrials,-0.098977,13,5
2020-03-10,Materials,0.06842916666666665,17,4
2020-03-10,RealEstate,0.13368750000000001,7,4
2020-03-10,Tech,-0.11020666666666665,21,5
2020-03-10,Utilities,-0.21495416666666667,12,4
2020-03-11,Comm,-0.044323999999999995,18,5
2020-03-11,Consumer,-0.01024626262626262,26,4
2020-03-11,Energy,0.008469864734299514,48,5
2020-03-11,Financials,0.11389333333333332,21,5
2020-03-11,Healthcare,0.16528125,19,3
2020-03-11,Industrials,-0.08950333333333334,12,5
2020-03-11,Materials,0.07413541666666666,10,4
2020-03-11,RealEstate,0.09866666666666667,3,3
2020-03-11,Tech,0.272895,9,5
2020-03-11,Utilities,0.27871250000000003,6,4
2020-03-12,Comm,0.027750000000000004,9,4
2020-03-12,Consumer,-0.039951071428571426,23,4
2020-03-12,Energy,0.03261601190476191,33,5
2020-03-12,Financials,0.18409,10,5
2020-03-12,Healthcare,0.24613083333333333,22,5
2020-03-12,Industrials,0.19348095238095242,14,4
2020-03-12,Materials,0.1188277777777778,21,3
2020-03-12,RealEstate,0.30446,7,5
2020-03-12,Tech,0.07748833333333334,17,5
2020-03-12,Utilities,0.04209166666666667,7,4
2020-03-13,Comm,-0.00692,12,3
2020-03-13,Consumer,0.04935908888888889,47,5
2020-03-13,Energy,0.06268815789473683,29,5
2020-03-13,Financials,0.00711619047619047,22,5
2020-03-13,Healthcare,-0.14734066666666668,21,5
2020-03-13,Industrials,-0.17304999999999998,18,5
2020-03-13,Materials,-0.08786000000000001,11,3
2020-03-13,RealEstate,0.024137499999999992,6,4
2020-03-13,Tech,-0.04570857142857144,26,5
2020-03-13,Utilities,0.0020351190476190426,26,4
2020-03-16,Comm,0.13042166666666666,16,3
2020-03-16,Consumer,0.059662037037037034,31,3
2020-03-16,Energy,0.2084266106442577,30,5
2020-03-16,Financials,-0.1996966666666667,15,5
2020-03-16,Healthcare,0.009949999999999994,15,4
2020-03-16,Industrials,0.04446,9,5
2020-03-16,Materials,0.1404111111111111,6,3
2020-03-16,RealEstate,0.148,6,4
2020-03-16,Tech,-0.011568928571428577,37,5
2020-03-16,Utilities,0.1466625,7,4
2020-03-17,Comm,-0.015389166666666662,28,4
2020-03-17,Consumer,-0.13602125724637681,54,5
2020-03-17,Energy,0.0006908431372549013,42,5
2020-03-17,Financials,-0.05933083333333333,25,5
2020-03-17,Healthcare,0.00537166666666667,21,4
2020-03-17,Industrials,0.060704999999999995,23,5
2020-03-17,Materials,-0.004050000000000019,13,4
2020-03-17,RealEstate,0.06238229166666666,13,4
2020-03-17,Tech,-0.10528666666666667,26,5
2020-03-17,Utilities,0.24945047619047617,17,4
2020-03-18,Comm,0.06483249999999999,17,4
2020-03-18,Consumer,0.051671619047619056,36,5
2020-03-18,Energy,0.025996000000000002,18,5
2020-03-18,Financials,-0.11708,15,5
2020-03-18,Healthcare,0.31710000000000005,20,5
2020-03-18,Industrials,0.0031611111111111076,14,4
2020-03-18,Materials,0.17584722222222224,11,3
2020-03-18,RealEstate,0.1837,5,2
2020-03-18,Tech,0.12160083333333334,21,5
2020-03-18,Utilities,0.23060833333333336,7,4
2020-03-19,Comm,-0.03310499999999999,11,4
2020-03-19,Consumer,0.03006417027417029,35,5
2020-03-19,Energy,0.018742857142857148,29,5
2020-03-19,Financials,0.033416666666666664,13,5
2020-03-19,Healthcare,0.09468541666666667,25,3
2020-03-19,Industrials,-0.004995238095238097,17,5
2020-03-19,Materials,-0.039566666666666674,7,3
2020-03-19,RealEstate,0.0,4,2
2020-03-19,Tech,-0.10072952380952382,21,5
2020-03-19,Utilities,0.31138750000000004,6,4
2020-03-20,Comm,0.03651833333333333,14,5
2020-03-20,Consumer,0.021880500000000004,34,5
2020-03-20,Energy,-0.058077500000000004,15,4
2020-03-20,Financials,-0.22874166666666665,10,4
2020-03-20,Healthcare,0.1559375,24,2
2020-03-20,Industrials,0.020477777777777775,16,3
2020-03-20,Materials,0.14099333333333333,13,4
2020-03-20,RealEstate,0.21692222222222224,5,3
2020-03-20,Tech,-0.10737666666666665,19,5
2020-03-20,Utilities,0.23957777777777778,6,3
2020-03-23,Comm,0.023291666666666665,6,3
2020-03-23,Consumer,0.046295396103896116,54,5
2020-03-23,Energy,-0.10680738461538461,29,5
2020-03-23,Financials,-0.05972666666666667,12,5
2020-03-23,Healthcare,0.07375416666666666,19,4
2020-03-23,Industrials,0.13310619047619046,19,3
2020-03-23,Materials,0.10615000000000001,5,3
2020-03-23,RealEstate,0.082725,7,3
2020-03-23,Tech,0.19086,20,5
2020-03-23,Utilities,0.11968958333333332,10,4
2020-03-24,Comm,0.16331284415584416,28,5
2020-03-24,Consumer,0.05063993281228574,64,5
2020-03-24,Energy,-0.13521555555555556,26,5
2020-03-24,Financials,-0.02157,18,5
2020-03-24,Healthcare,0.055805411255411254,30,4
2020-03-24,Industrials,0.012568333333333325,23,5
2020-03-24,Materials,0.17433285714285712,15,5
2020-03-24,RealEstate,0.05378749999999999,7,4
2020-03-24,Tech,0.18370166666666665,12,5
2020-03-24,Utilities,-0.018350357142857154,21,4
2020-03-25,Comm,0.2189259523809524,18,4
2020-03-25,Consumer,0.1969957326007326,43,5
2020-03-25,Energy,0.11338933333333331,31,5
2020-03-25,Financials,0.39868000000000003,7,5
2020-03-25,Healthcare,0.27379619047619047,15,5
2020-03-25,Industrials,0.2409971111111111,27,5
2020-03-25,Materials,0.31854,7,5
2020-03-25,RealEstate,0.06564375,9,4
2020-03-25,Tech,0.43833520833333334,25,4
2020-03-25,Utilities,0.38545,4,2
2020-03-26,Comm,0.17759866666666665,15,5
2020-03-26,Consumer,0.17013257142857144,41,5
2020-03-26,Energy,0.21201111111111112,22,3
2020-03-26,Financials,0.021131250000000004,13,4
2020-03-26,Healthcare,0.18096380952380953,24,5
2020-03-26,Industrials,0.07593125,14,4
2020-03-26,Materials,0.123475,5,4
2020-03-26,RealEstate,0.07693333333333334,6,3
